ITEM_NM,SUBITEM_NM,CTPRVN_NM,SIGNGU_NM,CLUB_NM,TROBL_TY_NM,OPER_TIME_CN,CLUB_INTRCN_CN
볼링,,충북,청주시,2022 신바람시각볼링클럽,시각장애,매주 화요일 13시,안녕하세요 청주에서 활동하고 이는 시각장애인 볼링동호회입니다
볼링,,대구,달서구,2022 나누리 볼링클럽,지적장애,목 2시-4시,
볼링,,경남,양산시,울타리볼링동호회,지체장애,매주 토요일 오후2시,장애인과 비장애인이 모여 볼링활동을 통한 장애인식개선 발달에 도움이 되고자 합니다.  볼링활동을 통한 개인역량강화도 도모하고자 합니다.
볼링,,대전,서구,갈마그랜드BC,지체장애,"매주 화, 금 오후 13시 30분",장애인볼링을 통한 전문체육인 양성 및 건강증진 도모
볼링,,대전,서구,대전B BC,시각장애,"매주 월, 수 오후 13시30분",대전 시각장애인이 주죽이 되어 매주 장애인볼링을 통한 건강증진과 여가 문화정착을 위한 모임을 하고 있습니다.
볼링,,전남,여수시,핑클여성동호회,기타장애,매주 화 오후2시~4시,
볼링,,경기,평택시,평택해피농아볼링클럽,청각장애,"매월 2,3,4째주 일요일 오후6시","매월 2,3,4째주 일요일 오후6시에 기존 K2볼링장 이전을 하여 현재 퍼펙트 볼링장에서 모여서 농인들과 친목을 다지는 모임입니다."
볼링,,경남,양산시,울타리볼링동호회,지체장애,매월 토 오후 13시~15시,여러 유형의 장애인들과 비장애인들이 함께 스포츠활동을 통하여 개인역량 강화와 장애인식개선에 공헌하는 모임
볼링,,충북,제천시,2022 드래곤이어볼링클럽,청각장애,매주 수요일 오후 2시,청각장애인 볼링클럽
볼링,,충북,진천군,2022 진천군장애인볼링클럽,기타장애,월 18:30~20:30,
볼링,,경기,양주시,양주사랑 시각볼링클럽,시각장애,"매주 화,수 오전 10시",양주시에 위치하고 있으며 시각장애인으로 구성된 양주사랑 시각볼링클럽입니다.
볼링,,전남,여수시,한울타리동호회,기타장애,매주 목 오후2시~4시,
볼링,,충북,제천시,2022 세하볼링클럽,지적장애,주 1회,세하의 집 거주시설 이용인 대상의 볼링클럽입니다
볼링,,울산,남구,돌핀볼링클럽,시각장애,매주 토요일 오전 11시,울산에 소재하고 있는 장애인볼링클럽 입니다. 전체유형의 장애인이 참여 가능하고 매주 토요일 정기모임을 합니다
볼링,,경남,양산시,숭인볼사모,기타장애,매주 일 오전 11시,숭인볼사모는 매주 일요일 오전 11시 서창 마이티볼링장에서 볼링활동 실시.
볼링,,충남,당진시,(도비)네오볼링클럽,기타장애,"2,4째주화요일 저녁7시",
볼링,,경남,통영시,통영엔조이볼링동아리,청각장애,"1,3주 (일) 오후4시","안녕하세요~  통영엔조이볼링동아리입니다.  볼링에 대한 열정만 있다면  누구나 언제라도 모두 모두 환영합니다.  2022년, 엔조이볼링에 들어오셔서 좋은 추억을 함께 만들어요~^^"
볼링,,부산,북구,부산텐샷볼링클럽,청각장애,매주 토 첫째 세째 7시 19:00,스포츠를 통해서 부산텐샷볼링클럽 회원단의 체력 및 단력 친목도모
볼링,,충남,부여군,사비볼링클럽,시각장애,매주 수 오후 2시,시각장애인을 중심으로 구성된 볼링 동호회 입니다.  모든 장애인과 함께 하는 볼링 동호회 입니다.
볼링,,경남,진주시,원팀장애인볼링동호회,지체장애,매주 목요일 오후 2시,
볼링,,경남,거창군,거창플레져볼링클럽,청각장애,매주 금 오후 2시,
볼링,,부산,부산진구,루비스타 볼링클럽,시각장애,둘째 넷째 토요일 11시,시각장애인들이 볼링을 즐기며 여가생활을 할수 있는 자리를 마련하여 다들 실력도 뽐내며 은근히 운동도 되는 볼링 클럽입니다. 다같이 담소도 나누고 즐겁게 즐기는 클럽입니다.
볼링,,경남,진주시,신장장애인 건강증진 UP 볼링동아리,기타장애,매월 화요일목요일 중 2회이상,
볼링,,경기,용인시,용인퍼펙트농아인볼링클럽,청각장애,"매주 금,토 오후 7시",볼링공을 쳐서 핀10개를 쓰러지게하여 스트라이트의 쾌감을 통해 운동능력 향상 및 취미활동으로 스트레스 해소에 많은 도움이 되는 종목입니다 용인시 거주 농아인들에게 기회를 제공하여 같이 볼링을 침으로 소외를 받지않게 해드리겠습니다.
볼링,,강원,영월군,영월청소년볼링동호회,지적장애,매주 목 오후 14:30~16:30,장애인청소년볼링 동호회
볼링,,서울,종로구,종로 영락농인볼링클럽,청각장애,격주 일요일 오후 4시,안녕하세요. 영락농인볼링클럽입니다.  차별없는 어울리는 볼링클럽입니다.
볼링,,경남,진주시,허리케인클럽,청각장애,일 오후 4시,
볼링,,충북,옥천군,2022 옥천DEAF클럽,청각장애,매주 목 오후2시,옥천 농아인 볼링클럽입니다.
볼링,,대전,서구,월평발달장애인주간보호센터,지적장애,매주 월 금 오후 4시,월평발달장애인주간보호센터는 발달장애인의 건강하고 즐거운 생활을 위해 볼링 활동을 하는 클럽입니다.
볼링,,대전,서구,모두사랑볼링클럽,지적장애,"수,목 오후3시~9시중","모두사랑장애인야간학교 재학생으로 구성 된 볼링클럽으로써, 중증 성인장애인 20대~60대까지로 구성되어 있다. 본 클럽은 기본적인 볼링 예절과 운동 수행을 위한 신체의 균형을 유지하고 익혀진 자세로 균형 잡힌 투구 동작을 동해 안정 된 스윙을 배우는 것을 기본으로 한다. 또한 스페어 처리 공략법과 점수계산등의 흐름도를 익히며 흥미로운 게임도 즐기는등 장애인 생활체육활성화에 이바지 함에 있다."
볼링,,부산,북구,부산텐샷볼링클럽,청각장애,매주 토 첫째 세째 7시 19:00,
볼링,,충남,서산시,드루와볼링 스포츠 클럽,지적장애,"매주 화,수 14:00",
볼링,,서울,동작구,스피드시각장애인볼링클럽,시각장애,매주 월요일(오전)10시~12시 목요일 15시~17시,볼링을 사랑하는 사람들이 모여 친목을 도모하고 볼링 선수로써의 꿈을 키워가는 사람들이 모인 클럽입니다
볼링,,충북,충주시,2022 다사랑볼링클럽,지적장애,매주 금요일 오후10시~12시,충주시장애인다사랑센터 볼링동호회입니다 볼링을 좋아하시는 이용인분들과 함께 어울려 활동예정입니다.
볼링,,경남,창원시마산합포구,굴림돌,지적장애,매주 월 오후 3시30분부터,기초체력 및 사회성 향상을 위한 지역장애인 볼링동아리“굴림돌”
볼링,,경기,고양시,고양레인보우볼링클럽,기타장애,매주 월 오후 5시~7시,"지적, 자폐성장애 청년들과 부모님들이 10년차 직장퇴근 후 꾸준히 모여 볼링클럽 활동을 통하여, 여가활동 및 친분을 가지는 시간을 갖고 있습니다."
볼링,,경기,과천시,과천시장애인볼링클럽,기타장애,"매주 화,목 14:00",
볼링,,경북,포항시,해오름볼링동호회,뇌병변장애,매주 목 오후1시,뇌병변장애인들의 재활체육을 위한 동호회입니다.
볼링,,부산,사상구,빅볼볼링교실,기타장애,매주 화 오후1시30분,
볼링,,경남,합천군,합천농아인볼링클럽,청각장애,매주 목 오후 2시,건전한 스포츠 정신으로 볼링을 즐기며 볼링을 통하여 회원 상호 간 단체 볼링 클럽 간의 친목을 도모하고 단체행동을 통한 적극적인 창의와 노력으로 동아리를 발전시켜 나간다.
볼링,,경북,칠곡군,프렌즈B.C,청각장애,매주토요일 오후7시,
볼링,,경기,고양시,고양스카이볼링클럽,시각장애,매주 금요일 오후12시,"고양시 시각장애인분들의 여가문화지원 등 다양한 복지서비스를 수행하며,  건강한 생활의 영위를 위하여 노력하며, 동료들과의 체육활동을 통한 사회성 향상과   동질감형성으로 안정감을 형성할수 있도록 노력하고 있습니다."
볼링,,충남,태안군,(도비)태안군 장애인 PINE볼링클럽,지체장애,매주 월요일 19시,^^
볼링,,경기,시흥시,영파워볼링클럽,지체장애,매주 금요일 오후1시,장애인들이 어울려 놀수있는 클럽입니다  스트레스를 날려버릴수있는 활기찬 클럽입니다
볼링,,충남,서산시,시각장애인볼링클럽,시각장애,매주 목요일 14시,
볼링,,경기,오산시,흰지팡이,시각장애,매주 토 오전10시,
볼링,,충남,예산군,볼든아이 볼링 스포츠클럽,청각장애,"둘째, 넷째주 목요일 17:00",
볼링,,충남,서산시,볼링롤링볼링클럽,지적장애,매주 월요일 16시 30분,
볼링,,충남,계룡시,(도비)계룡시 장애인 스트라이크 볼링클럽,지체장애,매주 화 19:00~21:00,
볼링,뉴스포츠,충남,서산시,농아인볼링클럽,청각장애,"월,금 3시",
볼링,,제주,서귀포시,구르미볼링클럽,지체장애,매주 목요일,"창단된지13년이되는데, 회장 단이 자주 바뀌다 보니 전에 기록을  찾을 수가 없네요.  볼링공 굴려가는 모습이 아름답게 보여서 (구르미볼링클럽)라고 명칭을 지었습니다."
볼링,,경기,성남시,유니온볼링클럽,청각장애,매주 금요일 오후7시,
볼링,,경남,양산시,양산은하수볼링회,시각장애,"매주 화,금 오후1시",
볼링,,서울,성북구,성북 행복플러스볼링클럽,뇌병변장애,매주 수요일 오후 1시,"성북장애인복지관 소속으로 볼링동호회 명칭은 &apos;행복플러스&apos; 입니다.  볼링장은 우리볼링센터에서 매주 수요일 오후 1시~3시까지 운영하고 있습니다.  친목도모와 건강 유지, 삶의 행복을 느낄 수 있게 재미있게 하고 있습니다.  누구든지 환영합니다."
볼링,,경남,합천군,합천부모회볼링클럽,지적장애,매주 화 오후2시,합천장애인부모회 클럽   여가생활 및 체력증진 목표
볼링,,전북,익산시,비상동호인볼링클럽,청각장애,매주 화 14시,
볼링,,강원,태백시,태백농아인볼링동호회,청각장애,매주 월 오후 7시 30분,안녕하세요 태백시농아인볼링동호회입니다.
볼링,,대구,달서구,위저드볼링클럽,시각장애,매주 토 오전10시,시각장애인들의 재활과 사회참여를 목적으로 볼링을 통하여 친목을 도모합니다.
볼링,기타,전남,광양시,월드비씨볼링클럽,기타장애,매주 금요일 오후 2:00~4:00,광양시에서 활동하는 월드비씨볼링클럽입니다.
볼링,,경기,성남시,성남위너스,뇌병변장애,10:00~1200~10:30~13:30,클럽 가입합니다
볼링,,광주,광산구,빛고을광청,청각장애,매주 토요일 19:00~21:00,광주광역시 청각장애인 볼링클럽
볼링,,강원,동해시,동해일출B.C클럽,청각장애,매주 일요일 오후4시,농인과 청인이 함께하는 볼링
볼링,,강원,삼척시,삼척마인드볼링크럽,청각장애,매주 금 오후 6시 20분,
볼링,,서울,강서구,강서 마스터볼링동호회,지체장애,매주 토요일 오전 11시,"장애인, 비장애인 모두 가입을 환영하며 건강과 재활을 위한 운동을 통해 건전한 교류의 장이 되도록 노력하는 동호회입니다."
볼링,,충남,홍성군,미래로볼링 스포츠클럽,지체장애,"매주 화,목,금",
볼링,,경기,부천시,에이스볼링클럽,시각장애,매주 수요일 1시~3시,시각장애인 재활과 친목을 위해 활동하는 클럽입니다.
볼링,,경기,연천군,연천군로하스볼링클럽,시각장애,매주 화요일 오후2시,본 회는 볼링을 즐기는 동호인들의 친목도모 및 우호증진 그리고 경기도장애인체육 참여저변 확대를 목적으로 한다.
볼링,,강원,삼척시,원더플,시각장애,매주 목요일 1:30~3:30,
볼링,,경북,고령군,레인보우클럽,지체장애,매주 월 오후6시,볼링을 좋아하는 장애인 동호회입니다.
볼링,,전남,해남군,해남땡벌볼링클럽,지체장애,매주 토 오후 19:00,
볼링,,경남,김해시,해동이B.C.,청각장애,매주 토요일 오후5시,김해 농아인 볼링 동아리 입니다
볼링,,충북,영동군,2022 희망영동볼링클럽,지체장애,매주 목요일/ 오후2시~,충북 영동군장애인복지관 희망영동볼링클럽 입니다.  당사자 중심 및 자발적인 참여 활동으로 사회참여 기회를 확대하고 소속감을 높이고자 합니다.
사격,,충북,진천군,2022 진천군장애인사격클럽,기타장애,매주 토 오전10시,
사격,,경남,창원시,청죽회,지체장애,매주 금요일 오전 10시,오랜 역사를 자랑하는 창원시 사격동아리 청죽회는 17명의 회원이 항상 웃으며 생활하는 동아리로서 시격을 통한 장애인과 비장애인의 대화의 장으로 발전해 나가는 클럽입니다. 장애인의 희망과 비젼을 생활하는 우애있는 클럽입니다.
사격,,전북,장수군,2022 전북장애인생활체육 사격클럽(장수),기타장애,"매주수,토 14시",
사격,,경남,통영시,한우리사격동아리,지체장애,매주 수요일14시,한우리 사격동아리는 전문사격선수가 지도자로 있으며 휠체어 장애인들도 사격을 접하고 활동 할 수 있는 동아리이다. 장애인 사격선수를 발굴하고 낯선 사격이라는 종목을 해보며 성취감을 느낄 수 있다.
사격,,경남,김해시,장애인체육동아리(사격),지체장애,매주 목 오후1시,김해시에 사는 장애인 비장애인의 사격모임으로 활동하고 있으며 많은 참여 바랍니다.
사이클,템덤사이클,경기,하남시,러브하남사이클클럽,시각장애,매주 화요일 오후 2시,
사이클,자전거,경남,양산시,양산데프MTB클럽,청각장애,매주토요일오후10시,스포츠를 통하여 농아인의 체력 단련 및 사회 통합 도모
사이클,,경기,성남시,성남농인사이클클럽,청각장애,매주 토요일 오전 9시,
사이클,템덤사이클,경기,파주시,파주텐덤사이클,시각장애,매주 토 오전9~12시,
사이클,,경남,창녕군,장수자전거동아리,지체장애,매주 수요일 10시~16시,
사이클,핸드사이클,전남,광양시,광양시휠체어사이클클럽,지체장애,"매주 화,수 오후13시",장애인의 생활체육 참여를 유도하고 도서?산간지역 등 소외지역 체육 발전과 비활성화 종목 육성 등 장애인들의 생활체육 저변확대 및 여건 조성을 목적으로 한다.
수영,,경남,함양군,물레방아,지체장애,매주목요일2시,
수영,,서울,노원구,노원수영사랑,기타장애,"매주 월,수,금  오후 3시",장애인 생활 체육인 수영 운동을 통해 동호인 간의 상호 친목과   장애인 생활 체육 참여 확대 및 활성화를 추구하며  건전한 장애인 생활 정착과 여가 선용을 하여 심신을   건강하게 만드는데 목적으로 삼는 수영 운동 클럽입니다..
수영,,제주,제주시,한라장애인수영동호회,기타장애,"매주 토, 일 오후6시",
수영,,경기,부천시,부천시장애인수영클럽,기타장애,"매주 화, 목 오후 2시~4시",안녕하세요~^^  장애인에게 수영이라는 생활체육을 통해 재활치료 및 기초체력은 물론 매주 정기적인 활동을 통해 함께 수영 대회도  참여하고 건강하고 즐거운 생활을 공유하는 수영 클럽입니다.
수영,,충남,천안시,(기금)천안시 지역형 공공스포츠클럽,지체장애,매주 월~토(주말 또는 야간),- 필라테스/요가/헬스 매주 월 18:30~20:00  - 체력증진 매주 화 18:30~20:00  - 스마트 사이클 월~금 9:00~20:00  - 휠체어 유산소 월~금 9:00~20:00  - 농구 매주 토 13:30~15:00  - 축구 매주 토 10:00~11:30  - 수영 매주 토 10:00~11:30  - e스포츠 매주 화 15:30~16:30
수영,,제주,서귀포시,헤어미수영동호회,지적장애,"매주 토,일 오후 5시",
수영,,서울,양천구,파워양천수영클럽,지체장애,매주 화.목.토 19:00,지체.지적.시각 등 여러 유형의 성인 장애인들로 구성되어 매주 화. 목. 토  19:00 양천구민체육센터 수영장 3개의 레인을 사용하고 있습니다.
수영,,경남,김해시,해동이수영동호회,지체장애,"월,화,목,금 오후1시",해동이스포츠센터에서 지체장애인과 지적장애인들을 대상으로 수영수업을 통해서 화합의 장을 마련하고 있습니다.  특히 올해 하반기에 개최되는 전국어울림생활체육대축전과 경남장애인생활체육대회에 참가를 적극 동참하려고 합니다.
수영,,제주,제주시,사라장애인수영동호인클럽,지체장애,"매주  토, 일 오후6시",
수영,,광주,서구,한마음 동호인클럽,지체장애,매주 월. 수. 금 오후2시,장애인 수영을 같이 어울리며 즐겁게 수영을  배우고자 하신 분은 모두 환영합니다.
수영,,충남,서산시,서산돌핀수영교실,지적장애,"화,목 18시",
수영,,강원,인제군,중증장애인 임마누엘집 수영 동호회클럽,지적장애,"매주 금요일, 14시~16시",임마누엘집 수영 동호회클럽입니다.
수영,,경남,산청군,산청군시각장애인수영동아리,시각장애,매주 수 10시,
수영,,광주,서구,수영사랑 동호인클럽,지적장애,매주 화. 목. 금 오후3시,장애인 수영을 같이 어울리며 즐겁게 수영을  배우고자 하신 분은 모두 환영합니다.
수영,,서울,강북구,강북장애인수영동호회,지체장애,"매주화,목 오후4시",건전한 장애인 생활체육 정착과 여가선양을 통해 심신건강을 목적으로 함
수영,,제주,제주시,아이돌핀스수영클럽,지적장애,"매주 토,일 오후6시",아이돌핀스 수영클럽은 (사)한국자폐인 사랑협회 제주지부의 수영동호인 클럽입니다.  발달장애가 있는 학생들의 안전하고 행복한 수영스포츠 환경을 만들어 누리고 있습니다.
수영,,경남,양산시,마린보이(수영),지적장애,매주 월요일 오후 4시,"저희 마린보이(수영)는 2019년 11월 15일 지적 장애인 8명,자폐 장애인 7명 총 15명으로  생성되었다  양산 장애인 복지관과 양산국민체육센터와의 협업으로 많은 도움을 받으며 발전하는 동아리 클럽입니다"
수영,,제주,제주시,무리조아수영동호인클럽,지적장애,"매주 토,일",
수영,,서울,강동구,SEAOTTER(씨어터)수영클럽,시각장애,매주 토요일 12:00~14:00,
수영,,제주,제주시,니모수영동호회,지적장애,"매주 토,일 10시",
수영,,경기,구리시,오리수영클럽,지적장애,매주 목요일 17:00-18:00,
수영,,제주,제주시,수드림수영동호회,지적장애,"매주 토,일 오전 9시",
슐런,,경남,창원시진해구,손사랑슐런동아리,청각장애,매주 수 오전 10시,경남 창원시 진해지역 청각언어 장애인 슐런 동아리입니다
슐런,,충남,서산시,슐런생활연구소,지적장애,매주 화 13:00,
슐런,,대전,중구,호크아이 대전슐런,지적장애,"매주 월,화,목,금 9:30분~14시",슐런자조모임 활성화로 매주 월요일 오후2:00시와 평일 월화목금 오전9:30~14:00시까지 활성화된 클럽입니다.  대전 거주 장애인이면 누구 참여 가능합니다.
슐런,,경기,고양시,고양시 탄현장애인 슐런클럽,지적장애,매주 수요일 오후 2시,"탄현 장애인 슐런클럽은 조은나무 조은열매 장애인 스포츠 활동지원센터의 소속 회원으로 매주 정기적으로 슐런을 통해 장애인들과 서로 협동심및,사회 적응하느 일부의 스포츠 활동하는 클럽입니다."
슐런,,충남,예산군,예산농아인슐런클럽,청각장애,매주 금요일 오후 2시,매주 금요일 오후2시부터 4시까지 예산해봄센터에서 진행되는 예산군농아인슐런클럽입니다.
슐런,,경기,하남시,하남데프 슐런클럽,청각장애,매주 화요일 오후 1시,하남시에 거주중인 청각장애인들과 생활체육슐런을 함께함으로 체력증진과 수어로 소통하면서 소속감을 높일 수 있음
슐런,,경남,하동군,Deaf푸쉬,청각장애,매주 화요일 9시,
슐런,,충남,서산시,지장협스포츠클럽,지체장애,매주 수 14:00,
슐런,,전북,부안군,부안군장애인체육회 세젤빛우,기타장애,"매주 월,금",
슐런,,경남,거제시,거제DEAF슐런클럽,청각장애,"매주 수,금 오후2시","안녕하세요.  거제DEAF슐런클럽입니다.  남녀노소가 쉽게 즐길 수 있는 슐런을 함께 활동할 동호회원들을  아래와 같이 모집하오니, 관심 있는 분들의 많은 참여 바랍니다^^"
슐런,,경남,합천군,합천농아인슐런클럽,청각장애,매주 수 오후 1시,슐런을 널리 보급하여 청각·언어장애인의 체력을 향상케 하며 우수한 선수를 양성한다. 또한  청각·언어장애인의 생활체육 진흥을 위한 각종 사업을 실시함으로써 청각·언어장애인의 건강증진 및 건전한 여가생활을 도모한다.
슐런,,충남,서산시,장위모슐런클럽,지체장애,매주 월 13시30분,
슐런,골프,경남,창원시진해구,드림슐런클럽,기타장애,매주 토.일  1215,드림슐런클럽은 중증 근육장애인 외 중증장애인 으로 구성되있으며 현재 의창구 창원시 북면에서 보드하나로 매주 토~일요일 모임을 하는 동아리입니다.  중증 분들의 많은 참여를 기다립니다.
슐런,,강원,동해시,동해농아인지회,청각장애,매주월 오후3시,"체육 활동을 통하여 건강을 증진시키고, 회원들간의 친목을 도모하고 긍정적이고 진취적인 생활을 지향할 목적으로 클럽을 구성하였다"
슐런,,경남,창원시,마산농아인슐런클럽,청각장애,매주 수요일 오후 2시,
슐런,,충남,서산시,신장복슐런클럽,지체장애,금요일 15시,
슐런,,충북,청주시,2022 청원슐런동호회,지적장애,매주 월요일 오후 2~4시,충북 청원구에 거주하는 장애인과 비장애인의 건강과 화합을 위한 슐런기구를 활용한 어울림 동호회
슐런,,강원,고성군,고성농아인슐런,청각장애,매주 수 오후 3시,
슐런,,충남,논산시,(기금)논산시장애인슐런클럽,청각장애,매주 금 10:00~12:00,안녕하세요 논산시장애인슐런클럽입니다!!^^
슐런,,강원,정선군,강원도 정선군 청각장애인 슐런클럽,청각장애,매주 목 오후 2시,안녕하세요 정선군 청각장애인 슐럽클럽 입니다.
슐런,,경남,밀양시,밀농슐런클럽,청각장애,매주 수요일 오전 9시 30분,
슐런,,충북,증평군,2022 증평군장애인슐런클럽,청각장애,"매주 수,금 오전 10시30분",증평군 장애인슐럽클럽
슐런,,경남,김해시,김해시척수장애인슐런클럽,지체장애,"매주 토, 오후 1시 ~ 6시",
슐런,,대구,동구,동구장애인슐런클럽,지체장애,매주 수 오후2시,동구 장애인들을 위한 슐런 클럽입니다.
슐런,등산,충남,천안시,(시비)천안데프가온누리클럽,청각장애,매주 화 13:00/금 10:00/토 10:00,
슐런,,충남,공주시,(기금)2022년 신바람 슐런 동호회,청각장애,매주 화 오후2시,
슐런,,경북,경산시,경상북도장애인슐런협회,기타장애,매일 오후 2시,
슐런,,대구,달서구,성인장애인달구벌슐런클럽,지체장애,매주 화요일 10:00~11:00,누구나 참여할수있는 슐런클럽입니다.   많은 관심부탁드립니다.
슐런,,경남,거창군,거창다모아슐런동호회,청각장애,매주 수 오전10시,
슐런,,경남,창원시,경남장애인슐런동호회,지체장애,"매주 둘째, 넷째 토 13:00~18:00","슐런을 사랑하고, 함께 모이며, 함께 즐기며, 함께 공유하며,  장애인과 비장애인이 함께 공유할 수 있는     공간을 만드데 목적을 두는 동호회이다."
슐런,,경기,안산시단원구,안산시둥굴이슐런협회,지체장애,매주화오후1시,안산시 휠체어 타시는 분과 그외 쟝애인들의 어울림 모임임.
슐런,,강원,태백시,사)강원도농아인협회태백시지회,청각장애,매주 월 오후 2시,안녕하세요 태백시농아인슐런동호인클럽입니다
슐런,,경남,김해시,김해장애인슐런클럽,지체장애,"매주 화, 금 오후 1시 ~ 6시",? 장애인과 비장애인이 함께하는 어울림 생활체육
슐런,,서울,강서구,강서 누리장애인슐런클럽,지체장애,매주 금요일 오전 10시,장애인들에게 맞는 운동으로 실내서 서로 마음을 나눌 수 있는 작지만 큰 역활 할 거 같은 슐런 종목을 만나게 되므로 다소 몸과 마음으로 힘든 장애인들에게 즐거움과 자신감을 부여하는 슐런 종목이다 라고~ 많은 분들이 알고 장애인 비장애를 떠나 좋은 종목을 알림과 서로에게 힘이되고 도움되는 반가운 만남의 슐런 종목 이기를 원 합니다. 오래동안 체육회의 도움으로 운동을 하며 좋은 정보와 나눔을 위해 많은 지도와 편달 바랍니다.
슐런,,경남,진주시,진농슐런회,청각장애,수 오후 2시,
슐런,,경남,통영시,청각ㆍ언어어르신슐런동호회,청각장애,주 1회,통영시 청각ㆍ언어장애 어르신들의 친목을 위한 슐런 클럽입니다.
슐런,,경기,안양시,경기도슐런클럽,비장애인,"매주 월,토요일","경기도장애인슐런협회에 소속된  경기도슐런클럽입니다. 도내 남여노소,장애인,비장애인 어울림 클럽입니다."
슐런,,경남,창원시성산구,어울림농인슐런동호회,청각장애,매주 월 오전10,창원시창원농인
슐런,,충북,충주시,2022 한마음슐런클럽,뇌병변장애,월 오후 2시,
슐런,,서울,노원구,서울시각장애인 슐런 동호회(서울시각스포츠연맹),시각장애,매주 목 11시,서울시 시각장애인 슐런 동호회클럽
스키,,서울,송파구,송파구 사랑탑컵동호회,뇌병변장애,매주 금요일 오후 3시,장애인들의 정신 건강 증진을 위한 동호회
승마,,경기,성남시분당구,두드림통합승마클럽,지적장애,매주 금 오전10~12시,발달장애인과 비장애인이 소속되어 있는 승마통합클럽입니다.
승마,,세종,,세종어울림승마클럽,기타장애,매주 일요일,
승마,,경남,창원시,창원두레원승마클럽,지적장애,매월 넷째주 금 오전 10시,경남 장애인의 승마 체험 활동 지원 및 연계
승마,,전북,군산시,2022년 전북장애인생활체육 피터팬승마클럽(군산),지체장애,매주 금 10:30~11:30,
아이스슬레지하키,,충남,아산시,(도비)아산스마트라이노 아이스슬레이지하키클럽,지체장애,매주 목 21:30~23:30,
야구소프트볼,,경남,사천시,경남휠다이노스,지체장애,"매주 화,금 오후13시30분",
야구소프트볼,,대구,중구,대구휠라이온즈소프트볼클럽,지체장애,매주 일 오후2~4시,"최고 인기종목인 야구를 휠체어타고서 직접 할수 있고, 남여 노소 장애 비장애 누구나 함께 참여 가능합니다 ~^^"
야구소프트볼,야구,서울,광진구,코리아장애인야구클럽,지체장애,매주 토 오후12시,"대한민국 최초의 지체장애인야구단인 코리아장애인야구단은 장애인들의 산실인 정립회관을 기반으로 장애인들과 비장애인이 어우려져 함께할수 있는 야구단입니다.  장애,비장애를 떠나서 누구나 참여할 수 있는 야구단이며 야구에 대한 열정을 가지고 있으면 실력의 상 하 여부와 상관없이 함께 할수 있는 코리아장애인야구단입니다."
야구소프트볼,야구,서울,중랑구,대한장애인야구클럽,지체장애,매주 토 오후2시,"안녕하세요.   장애인에게 다소 비활성화된 야구에 대한 열정으로 비장애인과 함께 사회인야구 리그에 참여하여 비장애인과의   생활체육 교류를 통하여 장애인들에 대한 인식 변화의 계기를 마련하고, 경증 및 중증 장애인들로 구성하여   매주 정기적인 야외 활동을 통해서 기초체력은 물론 장애인 야구의 대중화에 선도적인 클럽입니다."
양궁,,전남,담양군,혜림양궁클럽,지적장애,"매주화, 오후2시","장애인의 신체적,정신적 건강증진을 위한 야외 스포츠클럽"
양궁,,전남,광양시,광양시장애인양궁클럽,지체장애,"매주 수,금 10~12시",본 클럽은 장애인 양궁을 배우고 싶고 좋아하는 사람들의 모임으로 클럽 활동을 통해 친목 도모와 양궁 기초자세 체력증진 프로그램 참여 활동을 통해 각종 대회 참여로 참여자들의 성취욕과 자기 목표를 성취할 수 있는 양궁 스포츠클럽 환경을 만들며 가고자 한다.
역도,헬스,부산,해운대구,두빛나래역도동호회,지체장애,"매주월 오후7시, 토요일오후1시",장애를 편견으로 생각하고 좀더 멋진 인생 자신감넘치는 삶으로 근육운동과 코어운동으로   장애인역도 벤치프레스를 기반으로 근육운동 및 코어운동   헬스로 몸짱이 되고싶은 여러 장애우를 모십니다.
역도,,서울,노원구,노원 뽀빠이역도클럽,지체장애,"매주 월, 목 오전 10:00~11:30",
역도,,광주,서구,광주빛고을역도클럽,지체장애,"매주 월,수 오후 2시","광주장애인 생활체육활동을 통해 참여자의 체력증진 및  참여자 욕구 충족, 긍정적인  사고 형성, 원만한 대인관계형성에 기여함을 목적으로 합니다."
역도,,충남,계룡시,(도비)계룡시장애인 역도클럽,지적장애,매주 수 14:00~15:00,
역도,,충남,보령시,정심역도클럽,지적장애,매주 금 오후 15시 30분,안녕하세요. 저희는 지적장애인을 대상으로 하는 정심역도클럽입니다.
요트,,경남,김해시,경남장애인요트 김해시지부,지체장애,매주토요일 오후2시,
육상,,충남,당진시,(도비)당진장애인육상클럽,지적장애,"매주 화, 오후6시",
육상,기타,경남,밀양시,느티나무토요걷기,지적장애,매주 토요일 오전9시,느티나무 토요걷기클럽은 발달장애인과 보호자가 매주 토요일 오전 시간을 이용하여 전문걷기 지도자의 지도를 받아 5~10km 정도의 다양한 코스를 걸으며 친목과 건강을 다지고 있습니다
육상,,충남,금산군,(군비)2022 금산군 육상 어울림 동호회,지체장애,"매주 화,목 오후 2시30분",
육상,,서울,동작구,한국시각장애인마라톤클럽,시각장애,매주 토 오전 9시,
조정,,서울,성북구,성부구 씽씽레이스 조정클럽,지체장애,매주 화 오후1~3시,(사)성북구장애인단체연합회 장애인과 비장애인이 어울림 동호회 모임을 결성하여 건강한 생활과 유대관계를 유지하고자 결성하였음. 가자~씽씽 레이스
조정,,충남,서산시,장애인복지관조정클럽,지적장애,목요일 13시,
축구,,경남,창녕군,창녕슈퍼스타,지적장애,격주 토 오전 10시,
