ITEM_CD,ITEM_NM,COURSE_NM,TROBL_TY_NM,BEGIN_TM,END_TM,POSBL_WKDAY_FLAG_CD,COURSE_DETAIL_CN,SUPLI_SLE_AT,SETLE_PRICE
01,검도,해동검도,,150000,223000,1111100,,N,95000
01,검도,해동검도,,100000,140000,0101000,,N,100000
01,검도,해동검도,,100000,140000,0101000,,N,100000
01,검도,검도수업,지적3급,100000,210000,1111100,주3회,N,130000
01,검도,"해동검도 초, 중급과정",,110000,125000,1010000,,N,95000
01,검도,해동검도,,150000,160000,1010100,,N,80000
01,검도,검도,,150000,220000,1111100,,N,85000
01,검도,해동검도95000,,153000,213000,1111100,,N,95000
01,검도,대한검도회 명지NO.1 윤건우검도관,,100000,120000,0000010,"명지 NO.1검도관 검도지도경력 19년차인신 관장님이 직접 지도해주십니다.,전문,생활,유소년,노인스포츠지도사 자격증 뿐만 아니라 보육교사자격증까지 보유하시고 각 수련생 마다 오랜 지도경력을 바탕으로 눈높이 수업을 해주셔서 관원들이 많이 수련하고 있습니다.,2016청주세계무예마스터쉽 검도대회 한국대표출신 관장님과 재미있고 즐거운 검도를 배워봅시다~,주3회,주2회,주1회도 가능하니 궁금한 사항 연락주시면 자세히 상담해드리겠습니다",N,95000
01,검도,검도수련,,140000,150000,1111100,,N,85000
01,검도,수영(자유수영-월이용)-가임기 여성 어린이,,000000,000000,1111111,"이용안내 및 이용수칙 등 안성시국민체육센터 홈페이지 참조 및  문의전화  (전화:031-651-0741) ,연령기준,-. 경로자:만65세 이상,-. 청소년:만13세 ~ 만18세 이하,-. 어린이:만 6세 ~ 만12세 이하,-. 가임기여성 : 만10세 ~ 만55세",N,8000
01,검도,검도,,020000,220000,1111100,,N,85000
01,검도,검도,,203000,213000,1111100,,N,80000
01,검도,해동검도,,140000,220000,1010100,,N,85000
01,검도,검도수련,,140000,150000,1111100,,N,85000
01,검도,해동검도,,020000,215000,1010100,,N,95000
01,검도,옥정검도관,,130000,220000,0001000,,N,95000
01,검도,검도,,160000,170000,1111100,,N,95000
01,검도,해동검도,,110000,123000,0000010,,N,80000
01,검도,8시부,,200000,210000,1111000,성실지도 하겠습니다.,N,95000
01,검도,검도 - 택견 - 태극봉,,110000,123000,0101100,,N,140000
01,검도,창덕 해동검도,,150000,213000,1111100,,N,95000
01,검도,건강코겔검도교실,,163000,180000,0000001,무도(검 도+합기도)  &amp;  드론 + 그림 + 스피치교실!   ☞  융합무도 + 예능교실!!,N,95000
01,검도,검도수업,,160000,200000,1111110,"개인장비지참,검도관내에 비치 [구입가능]",N,120000
01,검도,검도수업,,160000,210000,1111111,장비 대여또는 구입가능합니다.,N,120000
01,검도,"검도기본기,본국검법 등",,160000,220000,0101000,"기초과정은 개인지도 기초과정 끝나면 ,어울림 수업으로 진행합니다.,(수업시간조정 협의가능),본인부담금 35,000 입니다.,,부가비용,도복(면)한벌60,000원,상의만기능성한벌70,000원,상하의기능성 한벌80,000원,,죽도 ,초등30,000원,중학이상35,000원,,나눔죽도 무료",N,95000
01,검도,검도,,200000,210000,1111100,,N,95000
01,검도,"합기도, 검도","시각, 청각 등",150000,210000,1111100,,N,80000
01,검도,검도,,064000,210000,1111100,,N,80000
01,검도,검도이론 및 본국검법,,150000,220000,1111100,,N,85000
01,검도,대한검도,,150000,210000,1010100,,N,130000
01,검도,검도이론 및 실기 본국검법,,150000,210000,1111100,,N,95000
01,검도,검도,,140000,220000,1111111,수련비용의 추가 금액은 별도로 결재 부탁드립니다.,N,95000
01,검도,어울림검도,지적3급,130000,210000,1111100,"주 1회, 1시간",N,150000
01,검도,검도,,140000,213000,1111100,,N,130000
01,검도,검도교실,,150000,160000,1111100,,N,140000
01,검도,검도교실,,163000,173000,1111100,,N,140000
01,검도,검도교실,,180000,190000,1111100,,N,140000
01,검도,꿈꾸는작은화랑(검도교실),,150000,160000,0100000,,N,20000
01,검도,해동검도,,140000,220000,1010100,,N,85000
01,검도,검도수업,,110000,120000,0000010,수업시간 상의후 수강,N,85000
01,검도,검도교실,,190000,200000,1010100,,N,70000
01,검도,해동검도 초급과정,,100000,120000,0000010,,N,120000
01,검도,검도 기본,,190000,203000,1111100,,N,140000
01,검도,검도,,143000,221000,1111100,,N,85000
01,검도,해동검도,,140000,220000,1010100,,N,95000
01,검도,해동검도 검법수련과정,,170000,175000,1111100,,N,95000
01,검도,"기본동작, 본국검법, 검도의본",,020000,210000,1111100,,N,180000
01,검도,검도,,140000,220000,1111100,,N,95000
01,검도,검도,,150000,210000,1111100,,N,130000
01,검도,검도수업,,042000,100000,1111100,,N,85000
01,검도,검도,,110000,210000,1010100,,N,85000
01,검도,성인 검도,,200000,213000,1111110,,N,150000
01,검도,"검도기본기,본국검법 등",,160000,210000,1010100,"기초과정은 개인지도 기초과정 끝나면 ,어울림 수업으로 진행합니다.,(수업시간조정 협의가능),본인부담금 55,000원 입니다,,부가비용,도복(면)한벌60,000원,상의만기능성한벌70,000원,상하의기능성 한벌80,000원,,죽도 ,초등30,000원,중학이상35,000원,,나눔죽도 무료",N,95000
01,검도,검도수련및 키크기체조,,140000,150000,1111100,,N,95000
01,검도,검도(대한검도),,180000,220000,1010100,"방문상담 후 시설 이용 가능하십니다.,051-305-6070",N,95000
01,검도,검도개인지도,,190000,201000,1001000,,N,85000
01,검도,몸과마음을 수련하는 평생검도!,,193000,203000,1010100,,N,100000
01,검도,여천검도관,,153000,200000,1111100,,N,85000
01,검도,검도,,163000,203000,1111100,,N,120000
01,검도,검도,,120000,223000,1111100,"한 달 총:160000원,본인부담금:65000원",N,95000
01,검도,해동검도,,153000,203000,0111000,수련 내용과 시간 등 궁금한 사항은 문자나 전화 주십시오. 051-208-3155 휴대폰 010-3580-3055,N,150000
01,검도,검도,,190000,195000,1111100,,N,95000
01,검도,여천검도관,,033000,090000,1111100,,N,95000
01,검도,검도,,163000,180000,1111100,"*모든 강좌는 코로나19 상황을 고려 하여 1:1 혹은, 소그룹(3~4인) 맞춤형으로 수업합니다. ,,*강좌 유형은 선택 가능하시고 유형에 따라 수강료가 상이해 집니다.,, *수업에 필요한 개인용품(도복,죽도 )은 개별 준비해야 됩니다,,1.검 도: .(8.5만원). 2.운동심리&amp; 검도:(15만원).3.운동심리&amp;심리상담치료(25만원),,---------------------------,*비대면 강좌로 진행 될 시 수업운영 안내 입니다,,*유선 및 화상을 통해 강사의 시범과 안내를 따라 개별 진도 상황에 맞는 수업으로 진행하게 됩니다.,,*수업시간 및 요일은 비대면 수업 진행이 이뤄 지기 전 유선을 통해 사전 협의가 필요합니다,,*수업에 필요한 교구 및 물품은 개인지급된 용품을 활용하고 기타 수업구성에 따라 필요한 교구는 ,사전 협의하여 수업전 준비합니다,,* 화상수업 시 필요한 강사 연락처(010-6654-9791)",N,95000
01,검도,검도(운동심리),,163000,175000,1111100,"*모든 강좌는 코로나19 상황을 고려 하여 1:1 혹은, 소그룹(3~4인) 맞춤형으로 수업합니다. ,,*강좌 유형은 선택 가능하시고 유형에 따라 수강료가 상이해 집니다.,, *수업에 필요한 개인용품(도복,죽도 )은 개별 준비해야 됩니다,,1.검 도: .(9.5만원). 2.운동심리&amp; 검도:(2.5만원).3.운동심리&amp;심리상담치료(3.5만원),,---------------------------,*비대면 강좌로 진행 될 시 수업운영 안내 입니다,,*유선 및 화상을 통해 강사의 시범과 안내를 따라 개별 진도 상황에 맞는 수업으로 진행하게 됩니다.,,*수업시간 및 요일은 비대면 수업 진행이 이뤄 지기 전 유선을 통해 사전 협의가 필요합니다,,*수업에 필요한 교구 및 물품은 개인지급된 용품을 활용하고 기타 수업구성에 따라 필요한 교구는 ,사전 협의하여 수업전 준비합니다,,* 화상수업 시 필요한 강사 연락처(010-6654-9791)",N,140000
01,검도,여천검도관,,153000,200000,1111100,,N,95000
01,검도,외도검도관,,170000,180000,1000110,"상담 후 등록 바라며,,도복 7만원, 죽도 3만원(학생부) 별도 입니다.",N,140000
01,검도,검도,,020000,220000,1111100,,N,95000
01,검도,검도,,140000,220000,1111100,동인검도관은 안동시장애인검도회입니다.,N,85000
01,검도,검도,,153000,213000,1111100,동인검도관은 안동시장애인검도회입니다.,N,95000
01,검도,검도,,152000,220000,1111100,"개인부담금 주5회 5만5천원, 주3회 4만5천원 별도로 있는 강좌임을 참고 바랍니다.,수련시간은 1부:3시20분~ /  2부:5시~ /  3부:6시40분~ /  4부:8시10분~  /  5부:9시10분~ 입니다.,이중 편한 시간대로 선택 가능합니다.,신규수련생은 검도관으로 먼저 문의바랍니다.",N,95000
01,검도,장애인 검도교실,,150000,220000,1111110,,N,120000
01,검도,검도,,153000,213000,1111100,동인검도관은 안동시장애인검도회입니다.,N,95000
01,검도,장애인검도교실,"지체, 농아, 정신",150000,220000,1111100,,N,120000
01,검도,검도,,140000,150000,0010000,,N,95000
01,검도,검도,,160000,195000,1111000,,N,90000
01,검도,검도,,150000,190000,1111100,,N,130000
01,검도,검도수련,,160000,213000,1111100,관장 직접 일대일 성심지도,N,150000
02,골프,골프오후 - 이*안님,,140000,215000,1111100,,N,71500
02,골프,골프오전+개인사물함 (06:00~13:50)-백*만님,,060000,135000,1111100,"장갑, 실내전용운동화 지참. (장애정도에 따라 상담 후 등록)",N,81500
02,골프,그린골프클럽,,133000,220000,1101100,,N,120000
02,골프,골프오전 - 박*정님 [개인결제창],,060000,135000,1111100,,N,71500
02,골프,골프오전 / 정*택님,,060000,135000,1111100,,N,71500
02,골프,골프,,150000,235500,1111100,"1인 18홀기준, 평일 오후3시이후 티업시작 기준 요금입니다.",N,19000
02,골프,온산문화체육센터 골프강습(11시)-김화영,,110000,115000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,"오전,오후레슨골프A",,190000,215000,1111100,"- 신규회원님이시거나 바우처 신규대상자는,449 -0881로 문의 주세요",N,76500
02,골프,골프,,120000,145000,0000011,"1인 18홀기준, 주말(공휴일포함) 12시이후~3시이전 티업시작 기준 요금입니다.",N,16000
02,골프,온산문화체육센터 골프강습(18시)-구민채,,180000,185000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,토요자유골프,,093000,173000,0000010,"- 간편한 복장,- 센터 신규회원님이시거나 바우처 신규대상자는,02-449-0881로 문의 주세요",N,10000
02,골프,골프연습강좌,,163000,203000,1111100,,N,165000
02,골프,골프기초강좌,,110000,190000,1010100,문의)232-6631,N,95000
02,골프,온산문화체육센터 골프자유(20시),,200000,210000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,온산문화체육센터 골프자유(15시),,150000,160000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,온산문화체육센터 골프강습(10시)-김화영,,100000,105000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,곰두리패키지1,,060000,095000,1111100,- 패키지 프로그램 입니다.,N,80000
02,골프,오전집중레슨골프5,,060000,115000,1111100,"- 간편한 복장,- 센터 신규회원님 이시거나 바우처 신규대상자분들은,02-449-0881로 문의주세요",N,204800
02,골프,강습골프,,100000,210000,1111110,,N,55000
02,골프,오후레슨골프B3,,120000,215000,1010100,"- 간편한 복장,- 센터 신규회원님이시거나 바우처 신규대상자분들은,02-449-0881로 문의주세요",N,58000
02,골프,실내골프,,190000,195000,1101100,.,N,55000
02,골프,골프,,100000,230000,1101000,,N,200000
02,골프,온산문화체육센터 골프자유(06시),,060000,070000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,골프,,090000,115000,1111100,"1인 18홀기준, 평일 오전9시~ 12시이전 티업시작 기준 요금입니다.",N,12000
02,골프,골프기초강좌,,120000,170000,1010100,,N,80000
02,골프,골프,,183000,193000,1111100,,N,150000
02,골프,개인레슨,,120000,220000,1110100,,N,95000
02,골프,장애인골프강좌,,100000,230000,1101100,,N,95000
02,골프,골프기초강좌,,120000,190000,1010100,,N,95000
02,골프,자유골프,,100000,210000,1111110,,N,35000
02,골프,골프,"지체, 지적",090000,220000,1111100,,N,85000
02,골프,골프,,063000,230000,1111110,"운동복,락카,헬스 사용 포함입니다.,운동활동에 제한이 있으신 분은 안전문제로 인하여 등록이 거절 될 수 있으므로 등록 전 사전문의 바랍니다.,032-665-6989 또는 010-7979 -7426",N,95000
02,골프,골프,,090000,190000,1111110,,N,95000
02,골프,골프,,080000,223000,1111111,,N,95000
02,골프,골프,,080000,223000,1111111,,N,95000
02,골프,골프,,130000,180000,0101000,보호자가 필요한 경우는 보호자가 동승하셔야합니다.,N,95000
02,골프,골프+헬스,,090000,220000,1111100,,N,120000
02,골프,골프,,090000,210000,1111111,"[수업안내] - 1:1 프라이빗 개인레슨,주2회 토/일,  (주중-사용/레슨 별도문의바람) ,1회당 사용시간-70분, 대상 - 초.중.고.,대학생.일반인. 레슨신청기간-매월 수시로 신청가능.^^,수완골프아카데미는 초보/입문/구력자/ 다양한 프로그램으로  기본기 부터 체계적으로 배울수 있는 친절하고 실력있는 프로님들이 함께 합니다..^^ ,체계적인 1:1 프라이빗 레슨  수완골프 ,아카데미로 오세요...,강좌등록시 문의바랍니다.~^^",N,95000
02,골프,월 자유골프,,060000,215000,1111100,"*신규 상담후 등록*/,준비물:장갑,골프화",N,70000
02,골프,골프기초레슨,,130000,200000,1111100,,N,80000
02,골프,골프,,090000,115000,0000011,"1인 18홀기준, 주말 (공휴일포함) 오전9시~ 12시 이전 티업시작 기준 요금입니다.",N,14000
02,골프,"오전,오후 레슨골프C2",,120000,215000,0101000,- 간편한 복장,N,53000
02,골프,골프교실(중급),,090000,220000,1111100,,N,95000
02,골프,새벽골프,,060000,065000,1111100,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,55000
02,골프,골프+사우나 1개월,,060000,230000,1111111,골프연습장은 GX프로그램 운영을 안 합니다.,N,170000
02,골프,sm스크린골프,,090000,120000,1111100,,N,95000
02,골프,골프,,170000,183000,1010100,,N,130000
02,골프,골프 자유반,,090000,220000,1111110,,N,20000
02,골프,필드골프,지체/발달,170000,180000,1010100,,N,130000
02,골프,파크골프교실,,110000,150000,0000010,교육은  주1회 월4회입니다.(5주차 수업은 쉽니다.),N,100000
02,골프,온산문화체육센터 골프강습(12시)-김화영,,120000,125000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,골프,,180000,190000,1010100,골프 스윙에 필요한 복장과 발목부상을 예방하는 골프화와 골프장갑은 본인이 꼭 준비하여 주셔야 됩니다,N,145000
02,골프,구교스크린 골프연습장,,100000,200000,1111100,"*현장결제 25,000원,,이용금액: 120,000원(바우처 95,000원 + 현장결제 25,000원)",N,95000
02,골프,온산문화체육센터 골프자유(07시),,070000,080000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,온산문화체육센터 골프강습(19시)-구민채,,190000,195000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,온산문화체육센터 골프강습(08시)-김화영,,080000,090000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,골프,,130000,180000,1010000,보호자가 필요한 상황이면 보호자 동반 진행이 필요합니다.,N,95000
02,골프,골프,,150000,235500,0000011,"1인 18홀기준, 주말(공휴일포함) 3시이후 티업시작 기준 요금입니다.",N,20000
02,골프,파크골프교실,,170000,180000,0001000,월 수업은 4회입니다.( 5주차 수 일이 발생시 휴일),N,100000
02,골프,골프기초반,,130000,140000,0100000,"레슨은 그룹레슨 (최대 4대1) 기준 으로 15~20분 수업입니다.,95,000원 결재하신 후에 골프장 타석 이용료 4회- 4만원 결재해주셔야 합니다.,,레슨시간을 25~30분 레슨 희망하시면 별도 결재 금액 55,000원입니다.,,타석 이용은 레슨 시간 포함 총 1시간 이용가능하십니다~ 월 4주 기준으로 수업이 이루어지며 5주차는 휴강입니다",N,95000
02,골프,골프,,140000,150000,1101100,"라운딩(18홀) : 15,000원 적용 ,추가 라운딩은 별도 요금 정산",N,95000
02,골프,오전골프B,,090000,095000,1111100,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,55000
02,골프,토요오전골프C-09:00,,090000,102000,0000010,신규회원은 02-2062-1862~4 전화상담후 결제요망,N,27500
02,골프,골프,,080000,235500,1111111,"1인 18홀 기준.  티업시작시간 기준으로 차감되는 방식 (아래이용료참조) ,,평일12시전 12,000원, 평일3시전 15,000원, 평일3시이후 19,000원 ,주말12시전 14,000원, 주말3시전 16,000원, 주말3시이후 20,000원",N,95000
02,골프,한마음골프교실(시각장애인),,100000,115000,0000010,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,22000
02,골프,파크골프,,130000,140000,1000000,"주1회(1달-4회),상황에따라 시간과 강사및 장소가 변경될수있습니다.,야외 장애인 파크골프장(필드)에서  기초부터 가능합니다.~~,아이들부터 성인 ,시니어 나이 구분 없이 수업 가능합니다.....,건강하고 활기찬 수업으로 보답하겠습니다.,문의 전화 010-2269-2904",N,95000
02,골프,골프,,130000,170000,1111100,,N,130000
02,골프,온산문화체육센터 골프강습(17시)-구민채,,170000,175000,0111100,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,62500
02,골프,버디버디골프,,100000,110000,0100000,"레슨은 그룹레슨 (최대 4대1) 기준 으로 15~20분 수업입니다.,95,000원 결재하신 후에 골프장 타석 이용료 4회- 4만원 결재해주셔야 합니다.,,레슨시간을 25~30분 레슨 희망하시면 별도 결재 금액 55,000원입니다.,,타석 이용은 레슨 시간 포함 총 1시간 이용가능하십니다~ 월 4주 기준으로 수업이 이루어지며 5주차는 휴강입니다",N,95000
02,골프,골프,,150000,170000,1111100,,N,110000
02,골프,골프(중구민),,060000,203000,1111110,"운영시간 안내: 월~금 06:00~20:30 / 토 06:00~19:30 / 일 09:30~17:30 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부정책에 따라 운영시간은 변경될 수 있습니다. ,,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,74000
02,골프,골프(중구민)+사물함,,060000,213000,1111110,"※ 운영 시간 안내: 월~금 06:00~20:30 / 토 06:00~19:30 / 일 09:30~17:30 (휴관: 매주 2,4째 일요일/공휴일) 단, 정부 정책에 따라 운영 시간은 변경될 수 있습니다.,※  프로그램 운영 상황에 따라 보호자 동반을 요청할 수 있음을 양해해 주시기 바랍니다.,※  정원 초과 시 접수가 불가능할 수 있음을 알려드립니다.",N,85000
02,골프,오후골프E,,170000,175000,1111100,"본인 수업 재등록외 타 프로그램 등록시 등록 자동 취소처리됨,신규프로그램 등록시 센터방문후 담당강사 상담필수 상담없이 등록시 자동취소처리됨",N,55000
02,골프,골프(중구민),,060000,220000,1111111,"골프(중구민) 결제 메뉴입니다. 센터 운영 시간은 평일 06:00~22:00, 토요일 06:00 ~ 20:00, 일요일 09:30~17:30 이며, 매월 2, 4주 일요일(정기휴관) 및 공휴일, 근로자의 날은 휴관입니다. 02-2280-8434 바우처 담당자 (※결제 후 등록강좌를 담당자에게 유선 통보해주셔야 시설을 이용하실 수 있습니다. 연락가능시간 : 평일 9시~18시) 세부사항은 www. e-junggu.or.kr 회현체육센터 &apos;새소식&apos; 게시판에서 확인 가능합니다.",N,55000
02,골프,오전골프A,,080000,085000,1111100,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,55000
02,골프,골프 스윙 클래스,,182000,230000,1011000,,N,100000
02,골프,온산문화체육센터 골프강습(09시)-김화영,,090000,100000,0111111,"◦ 휴관 : 매주 월요일,◦ 공휴일의 경우 강좌 휴강(주말강좌 포함),◦ 정원이 미달일 경우 매월 1일부터 추가신청,◦ 공공예약서비스홈페이지,    http://crs.uljusiseol.or.kr (인터넷 신청만 가능),◦ 신청기간 외 신청 및 강습반 변경 불가",N,40000
02,골프,오후골프D,,160000,165000,1111100,"재등록외 수강신청금지(자동취소처리됨),신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨",N,55000
02,골프,저녁골프A,,180000,185000,1111100,"기존 본인 등록 프로그램외 등록시 자동취소처리됨.,신규등록시 센터방문후 담당강사 상담 필수 ,상담없이 등록시 자동취소처리됨.",N,55000
02,골프,골프연습,,073000,210000,1101100,,N,95000
02,골프,골프,,060000,220000,1111110,,N,70000
02,골프,장애인 골프 교실,,100000,200000,1010100,"이용가능시간은  주 3회 오전 10시부터 오후 8시까지 1시간 이용가능합니다.,,레슨을 원하실 경우는 레슨비 14만원을  추가로 개인부담하시면 됩니다.",N,95000
